"export-world data (NetLogo 5.0.4)"
"PursuerEvader.nlogo"
"10/17/2016 12:30:21:615 +0800"

"RANDOM STATE"
"0 0 -1727483681 542 0.0 false 37222106 -75686573 -1599672070 1417293251 1606414552 1677781392 1381948836 665512129 -353641364 397573381 -572672376 -1174887868 551637227 -1640865296 -1392569023 953350771 -1703451482 316721641 917891573 -1606554719 -1002216412 1005715017 1347378885 -1299539337 131801396 1852405027 -1917002869 -1371537207 -1642559304 -460717691 -592251892 1856202091 -144859705 107709512 2025571189 -544238265 1038951037 -513990930 1812348216 486145917 207554800 -269009988 -644505851 1225530466 1769813601 1155380562 392935917 -55536483 -1939414981 785065044 793279180 -301524033 -1728899786 -788508189 474380782 1725088002 100069556 -1640125588 -1908209401 384615221 448210287 -1779133521 1089304565 1141046556 -1231480961 2086629248 -1412724320 1293586748 1638106587 1365748532 275219981 -723441242 41470264 -1018066952 662086932 -11222376 765409930 1370564191 -1489187038 1226056343 -1958928404 -385598992 982276420 -2030050901 -508776600 1421577893 1894441447 -607302787 1331926583 115317582 -199736410 -2093818371 2120534161 1313844105 -1553895859 685779412 -925576060 -1695746260 1869961376 1460615156 -933770779 -243075366 744118823 654934997 -930619929 1268512389 -1541445554 304214720 -646467885 -1921301128 -312779958 1169701806 -1092946166 531689149 1290784229 1641795605 -1863793731 -130627104 -1723921855 833558352 1926065084 -760179170 -1211721010 -2133619632 1780824866 -656889241 -192436693 -635189737 935117455 -1961629092 -1004164625 -1390935890 -192089235 751798149 1308089322 974559217 -390482754 -1122877956 4138527 476566920 308823270 1447489948 1123060639 279786328 -471205787 2119278864 1993433094 -535498329 -1663580107 -1681938914 892705593 725915987 -2030543067 1965935563 818165248 -1245079728 1701737187 -1066332286 494741874 -1274719621 1885001129 -1195543050 -1351991881 -1607965542 2097603916 226224583 1304121340 463040014 -1125092210 -1055333206 -97116443 1374366155 368060505 -1694108712 -1807211022 25289292 -990965535 281582031 -1401081884 384892545 1883280092 -693409245 1678719467 -887890726 958715158 -1173980781 -194437489 498946586 852095833 16011762 1608063810 -1869199618 1540243607 -4644400 -1084595918 -1998230516 -218414117 -1763036853 -1711775785 -153760143 -1260578525 2017661438 1690154267 -909157243 1371864840 -484856075 549152135 -749746219 -255545076 -372724546 382635398 -1641681905 -1341129196 550704647 1820380075 -704612410 -598853896 1487618672 1131670262 122962497 -853634759 894272570 -1412036085 -1414887276 916410712 -192776251 -461954183 -2118929044 -283142843 26031745 1544133079 1336698161 -887019901 655722193 -2018507743 -563494283 1102757385 -573044200 -471323517 283537346 11249746 291270162 -2054662160 -387921076 -1110184099 385755212 -1063558257 914011046 -1204316254 -308097180 -701608710 1158238194 -1727173862 270708724 377500964 -420684953 21504426 -1224427975 -1236082789 928475737 1094149926 1217646725 1943333609 -892184318 68098823 -2091093262 -344836716 -351834838 604302775 1709462133 1610476871 -2071971906 -301383488 1482658998 -1153850381 284355359 -879714406 2002787786 -2061957556 2110311167 -652429227 -2072780000 272735151 1656706101 1383437888 -1613195096 -1384297966 1600009058 -272815696 1603752046 1310260378 -1555713669 -1508325372 536392338 1240963609 -981252 -1879196506 -1266184542 1672240956 -1101578835 -1914786994 -263855851 131742510 -573433205 -670221921 397698422 2006646825 1623739450 385834624 1111031175 -1669961979 306624188 -977650598 -1213134836 -327096701 855948994 -2038714718 1508578871 1612855389 1200594999 1780711407 1183342028 627443764 694190056 1985928420 -495789104 1267626688 1124679005 -78101926 387560703 1072127511 39495303 -218285952 -605132949 -1514022235 -925104271 -1958044095 253665304 -567096874 510952764 -1398886670 1266893585 1608557330 246491010 520787247 224122221 -834126188 -1219267018 -1640206819 624648656 -1972518422 -1638993549 1094890938 -320395182 -1400794667 -1638189412 2069010505 -976593945 40450868 -329583376 908613670 -6500875 1099325995 -288595749 -166892651 -618336786 -584253001 -1281705197 -1825476918 -551158768 -1330779131 -2019280647 -1980106095 -1629310576 -1804474123 144683429 2063419449 1759541660 -2095813954 -1920801463 646682275 38173426 -2063833473 -1667985642 -1980642480 -1848172013 -1594886499 1297702949 363406723 1368495362 -1329637810 859337679 1397921186 -1569657267 -1345585140 -2054638698 936535381 -1289940642 441911970 -1742799686 438836224 -1656620886 -348593225 471373339 -880500724 1547057130 -2123278310 -135814316 1108636298 -870142965 358761113 743882969 -830589374 -1289657884 1572923004 -2032860790 1985384474 -1290558575 2129007232 -1864690454 -802956829 1172960019 -1287552747 1390163420 -697158574 1739549286 -1066444701 -744062112 223172053 1135906119 1179504811 1805343106 -298617932 276942812 847327184 579595514 1800816152 -603026049 -612987081 -1516923662 1856601959 1737846560 1473849578 -1698219380 1141664402 -114315809 -1076098909 2064982773 -1304350903 -666633456 1094674875 -1948052350 -1857968197 -1267451545 1302144765 850497202 -867572338 -614710966 1622595335 -631601732 -660215214 -850892887 1221607550 1534170967 351634382 1043789407 1779537439 -1530236766 1161515885 -1755155284 1131976610 2110130470 -1192311247 1291764626 360506777 -979389610 -1509513620 -1309943437 -1065562416 1275238575 -1179307143 -1915228472 1309903634 -398481668 -1298654037 973132135 232791398 -189652176 -856005929 610899837 -1508608282 -1019270474 868113417 -1314006423 594351432 -126278713 -1242361913 -300449312 1986071287 -4799407 1046080423 -202818375 -1343265481 1138635583 -1930053112 -2074621910 421230166 -877905431 -692681753 1363766964 115563502 -1605590466 938889623 1965457448 966142545 299633996 -1449198127 116081210 -1824098916 142312116 -1913155067 1914584636 95781712 1023733369 1681601375 286215141 -599933820 -1203127332 -1807628507 -1951275076 1440113573 -89115030 536523398 -615870974 1512503415 -926487012 763676158 1520561606 -1087409419 1293191219 -1073034539 -1505668893 -37036112 -517785136 -3978092 626186242 -613590816 1557357593 -1077219795 1694839564 -407041357 -1819679394 1122189006 -372132479 1871637597 -1820807176 -1136993256 -1042097619 -1390416032 2139281305 -1963913243 -1443674915 -557688188 -1490366864 -1965295851 -290863767 630070747 -1291969829 475381916 1574664535 -258125135 875225324 -882876089 808307088 -623898621 -1667287056 -869956005 1953365023 -843520971 1629469180 118420110 1744785597 -1417428538 -176215466 -425090129 267116981 802945975 1056140894 586698882 1111135977 859586542 1074845478 696991377 -597899287 -906342729 429223804 502036852 -1331221207 -1644681270 897076335 1944467350 716653779 -1812238249 2113628011 -671721322 -2141771857 79198184 1964296370 2096605490 1345910547 -1825721867 -435155748 2016347090 -462899610 -1258263264 2068749780 491455542 -579144789 -749791767 99324753 1766913118 236433390 1272686933 1992924728"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","amatrix","cost","elist","no-of-evaders","no-of-links","no-of-nodes","no-of-pursuers","no-ticks","petable","plist"
"-18","18","-21","21","0","nobody","32","""UNDIRECTED""","0","0","{{matrix: 0}}","[17]","1","70","32","1","4","[[17 [20 9 5 17]]]","[13]"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","ispursuer?","isevader?","idnumber"
"0","15","67","7.061522373979788","11.235989973552517","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"1","15","345","-3.827806838825785","14.774493079157926","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"2","15","287","-2.5445292513212423","-8.19125101046783","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"3","15","271","-11.98174550112289","16.600645542980192","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"4","15","23","6.440709437563666","-13.795838246931924","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"5","15","200","3.949537815019367","2.3053916211261494","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"6","15","213","-9.904396434717299","11.8202707068454","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"7","15","244","1.3105676176243592","3.307278081307964","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"8","15","283","0.9957325591200392","-7.827389294298491","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"9","15","236","8.444462952537087","-3.226260439586631","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"10","15","28","8.91762224148609","8.376134682592674","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"11","15","72","10.061478018406953","-12.826429057102473","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"12","15","266","-7.1580461474696655","-11.306256701909216","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"13","45","69","-1.4080083433764252","-12.756739709566565","""triangle""","""""","9.9","{breed pursuers}","false","1","1","""up""","true","0","0"
"14","15","118","-12.702752281040166","-9.927656656871","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"15","15","145","1.7188133028623178","-9.697344120571046","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"16","15","10","-8.675881500834421","5.022900902119423","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"17","105","19","2.272768983966754","11.680045941426052","""square""","""""","9.9","{breed evaders}","false","1","1","""up""","0","true","0"
"18","15","105","-4.53007195669945","6.016223925206547","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"19","15","179","-10.079335351573288","3.7342066543826586","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"20","15","20","1.659084835930004","-4.325859343749101","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"21","15","99","2.692915387902419","-6.521836189873449","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"22","15","257","7.710873254573898","4.758141576266047","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"23","15","262","-8.011048361313033","11.371240338223725","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"24","15","292","-9.305935423212876","-0.9004132484125078","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"25","15","357","5.594647385969746","18.484898271976206","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"26","15","64","-11.933725541505606","2.4370631060728205","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"27","15","214","2.942185998944931","4.816457157601223","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"28","15","60","-7.438702519065087","-6.357590065809503","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"29","15","72","-5.987775024569954","-9.557458772187418","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"30","15","163","3.2970991609680786","-13.78581365306231","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"
"31","15","317","11.152074366448533","4.287890051708456","""circle""","""""","9.9","{all-turtles}","false","1","1","""up""","0","0","0"

"PATCHES"
"pxcor","pycor","pcolor","plabel","plabel-color"
"-18","21","0","""""","9.9"
"-17","21","0","""""","9.9"
"-16","21","0","""""","9.9"
"-15","21","0","""""","9.9"
"-14","21","0","""""","9.9"
"-13","21","0","""""","9.9"
"-12","21","0","""""","9.9"
"-11","21","0","""""","9.9"
"-10","21","0","""""","9.9"
"-9","21","0","""""","9.9"
"-8","21","0","""""","9.9"
"-7","21","0","""""","9.9"
"-6","21","0","""""","9.9"
"-5","21","0","""""","9.9"
"-4","21","0","""""","9.9"
"-3","21","0","""""","9.9"
"-2","21","0","""""","9.9"
"-1","21","0","""""","9.9"
"0","21","0","""""","9.9"
"1","21","0","""""","9.9"
"2","21","0","""""","9.9"
"3","21","0","""""","9.9"
"4","21","0","""""","9.9"
"5","21","0","""""","9.9"
"6","21","0","""""","9.9"
"7","21","0","""""","9.9"
"8","21","0","""""","9.9"
"9","21","0","""""","9.9"
"10","21","0","""""","9.9"
"11","21","0","""""","9.9"
"12","21","0","""""","9.9"
"13","21","0","""""","9.9"
"14","21","0","""""","9.9"
"15","21","0","""""","9.9"
"16","21","0","""""","9.9"
"17","21","0","""""","9.9"
"18","21","0","""""","9.9"
"-18","20","0","""""","9.9"
"-17","20","0","""""","9.9"
"-16","20","0","""""","9.9"
"-15","20","0","""""","9.9"
"-14","20","0","""""","9.9"
"-13","20","0","""""","9.9"
"-12","20","0","""""","9.9"
"-11","20","0","""""","9.9"
"-10","20","0","""""","9.9"
"-9","20","0","""""","9.9"
"-8","20","0","""""","9.9"
"-7","20","0","""""","9.9"
"-6","20","0","""""","9.9"
"-5","20","0","""""","9.9"
"-4","20","0","""""","9.9"
"-3","20","0","""""","9.9"
"-2","20","0","""""","9.9"
"-1","20","0","""""","9.9"
"0","20","0","""""","9.9"
"1","20","0","""""","9.9"
"2","20","0","""""","9.9"
"3","20","0","""""","9.9"
"4","20","0","""""","9.9"
"5","20","0","""""","9.9"
"6","20","0","""""","9.9"
"7","20","0","""""","9.9"
"8","20","0","""""","9.9"
"9","20","0","""""","9.9"
"10","20","0","""""","9.9"
"11","20","0","""""","9.9"
"12","20","0","""""","9.9"
"13","20","0","""""","9.9"
"14","20","0","""""","9.9"
"15","20","0","""""","9.9"
"16","20","0","""""","9.9"
"17","20","0","""""","9.9"
"18","20","0","""""","9.9"
"-18","19","0","""""","9.9"
"-17","19","0","""""","9.9"
"-16","19","0","""""","9.9"
"-15","19","0","""""","9.9"
"-14","19","0","""""","9.9"
"-13","19","0","""""","9.9"
"-12","19","0","""""","9.9"
"-11","19","0","""""","9.9"
"-10","19","0","""""","9.9"
"-9","19","0","""""","9.9"
"-8","19","0","""""","9.9"
"-7","19","0","""""","9.9"
"-6","19","0","""""","9.9"
"-5","19","0","""""","9.9"
"-4","19","0","""""","9.9"
"-3","19","0","""""","9.9"
"-2","19","0","""""","9.9"
"-1","19","0","""""","9.9"
"0","19","0","""""","9.9"
"1","19","0","""""","9.9"
"2","19","0","""""","9.9"
"3","19","0","""""","9.9"
"4","19","0","""""","9.9"
"5","19","0","""""","9.9"
"6","19","0","""""","9.9"
"7","19","0","""""","9.9"
"8","19","0","""""","9.9"
"9","19","0","""""","9.9"
"10","19","0","""""","9.9"
"11","19","0","""""","9.9"
"12","19","0","""""","9.9"
"13","19","0","""""","9.9"
"14","19","0","""""","9.9"
"15","19","0","""""","9.9"
"16","19","0","""""","9.9"
"17","19","0","""""","9.9"
"18","19","0","""""","9.9"
"-18","18","0","""""","9.9"
"-17","18","0","""""","9.9"
"-16","18","0","""""","9.9"
"-15","18","0","""""","9.9"
"-14","18","0","""""","9.9"
"-13","18","0","""""","9.9"
"-12","18","0","""""","9.9"
"-11","18","0","""""","9.9"
"-10","18","0","""""","9.9"
"-9","18","0","""""","9.9"
"-8","18","0","""""","9.9"
"-7","18","0","""""","9.9"
"-6","18","0","""""","9.9"
"-5","18","0","""""","9.9"
"-4","18","0","""""","9.9"
"-3","18","0","""""","9.9"
"-2","18","0","""""","9.9"
"-1","18","0","""""","9.9"
"0","18","0","""""","9.9"
"1","18","0","""""","9.9"
"2","18","0","""""","9.9"
"3","18","0","""""","9.9"
"4","18","0","""""","9.9"
"5","18","0","""""","9.9"
"6","18","0","""""","9.9"
"7","18","0","""""","9.9"
"8","18","0","""""","9.9"
"9","18","0","""""","9.9"
"10","18","0","""""","9.9"
"11","18","0","""""","9.9"
"12","18","0","""""","9.9"
"13","18","0","""""","9.9"
"14","18","0","""""","9.9"
"15","18","0","""""","9.9"
"16","18","0","""""","9.9"
"17","18","0","""""","9.9"
"18","18","0","""""","9.9"
"-18","17","0","""""","9.9"
"-17","17","0","""""","9.9"
"-16","17","0","""""","9.9"
"-15","17","0","""""","9.9"
"-14","17","0","""""","9.9"
"-13","17","0","""""","9.9"
"-12","17","0","""""","9.9"
"-11","17","0","""""","9.9"
"-10","17","0","""""","9.9"
"-9","17","0","""""","9.9"
"-8","17","0","""""","9.9"
"-7","17","0","""""","9.9"
"-6","17","0","""""","9.9"
"-5","17","0","""""","9.9"
"-4","17","0","""""","9.9"
"-3","17","0","""""","9.9"
"-2","17","0","""""","9.9"
"-1","17","0","""""","9.9"
"0","17","0","""""","9.9"
"1","17","0","""""","9.9"
"2","17","0","""""","9.9"
"3","17","0","""""","9.9"
"4","17","0","""""","9.9"
"5","17","0","""""","9.9"
"6","17","0","""""","9.9"
"7","17","0","""""","9.9"
"8","17","0","""""","9.9"
"9","17","0","""""","9.9"
"10","17","0","""""","9.9"
"11","17","0","""""","9.9"
"12","17","0","""""","9.9"
"13","17","0","""""","9.9"
"14","17","0","""""","9.9"
"15","17","0","""""","9.9"
"16","17","0","""""","9.9"
"17","17","0","""""","9.9"
"18","17","0","""""","9.9"
"-18","16","0","""""","9.9"
"-17","16","0","""""","9.9"
"-16","16","0","""""","9.9"
"-15","16","0","""""","9.9"
"-14","16","0","""""","9.9"
"-13","16","0","""""","9.9"
"-12","16","0","""""","9.9"
"-11","16","0","""""","9.9"
"-10","16","0","""""","9.9"
"-9","16","0","""""","9.9"
"-8","16","0","""""","9.9"
"-7","16","0","""""","9.9"
"-6","16","0","""""","9.9"
"-5","16","0","""""","9.9"
"-4","16","0","""""","9.9"
"-3","16","0","""""","9.9"
"-2","16","0","""""","9.9"
"-1","16","0","""""","9.9"
"0","16","0","""""","9.9"
"1","16","0","""""","9.9"
"2","16","0","""""","9.9"
"3","16","0","""""","9.9"
"4","16","0","""""","9.9"
"5","16","0","""""","9.9"
"6","16","0","""""","9.9"
"7","16","0","""""","9.9"
"8","16","0","""""","9.9"
"9","16","0","""""","9.9"
"10","16","0","""""","9.9"
"11","16","0","""""","9.9"
"12","16","0","""""","9.9"
"13","16","0","""""","9.9"
"14","16","0","""""","9.9"
"15","16","0","""""","9.9"
"16","16","0","""""","9.9"
"17","16","0","""""","9.9"
"18","16","0","""""","9.9"
"-18","15","0","""""","9.9"
"-17","15","0","""""","9.9"
"-16","15","0","""""","9.9"
"-15","15","0","""""","9.9"
"-14","15","0","""""","9.9"
"-13","15","0","""""","9.9"
"-12","15","0","""""","9.9"
"-11","15","0","""""","9.9"
"-10","15","0","""""","9.9"
"-9","15","0","""""","9.9"
"-8","15","0","""""","9.9"
"-7","15","0","""""","9.9"
"-6","15","0","""""","9.9"
"-5","15","0","""""","9.9"
"-4","15","0","""""","9.9"
"-3","15","0","""""","9.9"
"-2","15","0","""""","9.9"
"-1","15","0","""""","9.9"
"0","15","0","""""","9.9"
"1","15","0","""""","9.9"
"2","15","0","""""","9.9"
"3","15","0","""""","9.9"
"4","15","0","""""","9.9"
"5","15","0","""""","9.9"
"6","15","0","""""","9.9"
"7","15","0","""""","9.9"
"8","15","0","""""","9.9"
"9","15","0","""""","9.9"
"10","15","0","""""","9.9"
"11","15","0","""""","9.9"
"12","15","0","""""","9.9"
"13","15","0","""""","9.9"
"14","15","0","""""","9.9"
"15","15","0","""""","9.9"
"16","15","0","""""","9.9"
"17","15","0","""""","9.9"
"18","15","0","""""","9.9"
"-18","14","0","""""","9.9"
"-17","14","0","""""","9.9"
"-16","14","0","""""","9.9"
"-15","14","0","""""","9.9"
"-14","14","0","""""","9.9"
"-13","14","0","""""","9.9"
"-12","14","0","""""","9.9"
"-11","14","0","""""","9.9"
"-10","14","0","""""","9.9"
"-9","14","0","""""","9.9"
"-8","14","0","""""","9.9"
"-7","14","0","""""","9.9"
"-6","14","0","""""","9.9"
"-5","14","0","""""","9.9"
"-4","14","0","""""","9.9"
"-3","14","0","""""","9.9"
"-2","14","0","""""","9.9"
"-1","14","0","""""","9.9"
"0","14","0","""""","9.9"
"1","14","0","""""","9.9"
"2","14","0","""""","9.9"
"3","14","0","""""","9.9"
"4","14","0","""""","9.9"
"5","14","0","""""","9.9"
"6","14","0","""""","9.9"
"7","14","0","""""","9.9"
"8","14","0","""""","9.9"
"9","14","0","""""","9.9"
"10","14","0","""""","9.9"
"11","14","0","""""","9.9"
"12","14","0","""""","9.9"
"13","14","0","""""","9.9"
"14","14","0","""""","9.9"
"15","14","0","""""","9.9"
"16","14","0","""""","9.9"
"17","14","0","""""","9.9"
"18","14","0","""""","9.9"
"-18","13","0","""""","9.9"
"-17","13","0","""""","9.9"
"-16","13","0","""""","9.9"
"-15","13","0","""""","9.9"
"-14","13","0","""""","9.9"
"-13","13","0","""""","9.9"
"-12","13","0","""""","9.9"
"-11","13","0","""""","9.9"
"-10","13","0","""""","9.9"
"-9","13","0","""""","9.9"
"-8","13","0","""""","9.9"
"-7","13","0","""""","9.9"
"-6","13","0","""""","9.9"
"-5","13","0","""""","9.9"
"-4","13","0","""""","9.9"
"-3","13","0","""""","9.9"
"-2","13","0","""""","9.9"
"-1","13","0","""""","9.9"
"0","13","0","""""","9.9"
"1","13","0","""""","9.9"
"2","13","0","""""","9.9"
"3","13","0","""""","9.9"
"4","13","0","""""","9.9"
"5","13","0","""""","9.9"
"6","13","0","""""","9.9"
"7","13","0","""""","9.9"
"8","13","0","""""","9.9"
"9","13","0","""""","9.9"
"10","13","0","""""","9.9"
"11","13","0","""""","9.9"
"12","13","0","""""","9.9"
"13","13","0","""""","9.9"
"14","13","0","""""","9.9"
"15","13","0","""""","9.9"
"16","13","0","""""","9.9"
"17","13","0","""""","9.9"
"18","13","0","""""","9.9"
"-18","12","0","""""","9.9"
"-17","12","0","""""","9.9"
"-16","12","0","""""","9.9"
"-15","12","0","""""","9.9"
"-14","12","0","""""","9.9"
"-13","12","0","""""","9.9"
"-12","12","0","""""","9.9"
"-11","12","0","""""","9.9"
"-10","12","0","""""","9.9"
"-9","12","0","""""","9.9"
"-8","12","0","""""","9.9"
"-7","12","0","""""","9.9"
"-6","12","0","""""","9.9"
"-5","12","0","""""","9.9"
"-4","12","0","""""","9.9"
"-3","12","0","""""","9.9"
"-2","12","0","""""","9.9"
"-1","12","0","""""","9.9"
"0","12","0","""""","9.9"
"1","12","0","""""","9.9"
"2","12","0","""""","9.9"
