"export-world data (NetLogo 5.0.4)"
"PursuerEvader.nlogo"
"10/17/2016 12:01:59:461 +0800"

"RANDOM STATE"
"0 0 -1727483681 57 0.0 false -845591876 -737423733 -1483768359 -1486548031 -1236626257 1870326042 -2137430737 -849022971 1559979744 1892222410 452367147 -268040029 1809144067 -103948086 -671248376 1446842546 357620981 -663909047 1385765075 1802236626 242057199 830738709 -869792543 485564018 -579171210 1058371839 -1929537766 432138597 261134139 -1868927544 -1599843622 -1155474159 865663101 380315825 1939532578 1063764722 1578718115 -1421537112 1783458700 -849969684 828139802 665930054 -328015636 -2128919106 262409302 1154437946 1315907386 -1342280269 261596844 1812114428 36357169 52133539 225982284 871052867 -1227837898 376182632 -1218046779 -652658250 1188690897 -607889930 1805956712 1719393461 727608335 -487117773 -1126866278 -1563339522 -943008396 1015177138 -694774428 1530327675 1510249065 -1545540687 765071574 977828701 501597999 235468853 -1346633302 -342916289 120102811 1684225135 1512141455 -122330217 1538905781 -1856186022 -262449157 -871259652 1351010130 1586308201 -904869477 -2137696887 -529587400 434534776 447197884 -377047087 192484238 1046809095 -1981587020 1608211904 507702442 -792928230 519287200 1214324070 -1816528205 215489870 1383012814 1255116346 947961652 -1528271082 -585876380 990086662 918670852 1903014412 46177074 195604083 -1999122865 382149763 -1109255164 -204823414 1534924926 422240255 195216267 1649618955 2002430416 -435051326 2017900658 1743317072 -635903653 -29469147 -1284077145 1751017334 -969897888 1618731812 1540463869 1543194578 1644903051 1805419760 541218649 530360974 67527301 662702317 1343197 1585097891 1710447335 92053201 -2123358081 -949759982 -853191034 1308475063 -1375171487 -55750390 -578045334 1181616540 -118612118 2080528488 1130401885 -598947117 -718196556 1622043012 -1837910198 1976217856 -432143062 -1644333060 -700699541 -1288034244 -1569929054 -2135314528 -1117174333 681899597 -1423143685 1114002780 -2100504828 -536906213 -2029945617 1283837476 -907913745 1790214996 -1049757983 -492408080 147133235 -1816936528 220776304 909654542 -941799822 992974415 -287011102 -244801074 3424763 -257894382 1396671075 1284463222 -540818851 -867049506 518330424 -870590011 499633517 686120312 26025815 -1450306681 -1591465649 253501810 -170913380 756285269 -1834380622 253745066 882246580 -1308622862 1425481116 1054177582 1004931508 105424827 1376528431 -565843380 728380554 -2039786551 -1483383704 -141554604 -1076139569 1680849570 1638922739 -1445348406 1689058639 -405213825 -978930473 604480653 1091176942 1963833808 708830449 -1604102964 1573615903 -1864408052 -927459276 1238199681 -178809084 -895623810 847114312 2093356408 -409390847 236730513 -1965628701 -1854668526 175079904 -619740759 -1849310548 -1205913654 1597388870 1734073536 -2066864024 366459375 -225382049 1084977644 -302885973 1999099937 -1921009744 -1286131868 1493951866 1344423124 -855361004 -142031990 446298753 -2093487403 -1180120727 -1233465269 1879864430 818359599 602954340 -1443274407 1680549378 1211640821 -2043020350 905129669 326677681 -357504020 -1783669209 -1305251390 2040581790 263414418 -15747472 926383370 -100293187 -1354665136 1783515125 -1504512312 -1298713754 -444498794 341857037 352260787 1884442350 -224308914 2145706165 -2044933929 2067965361 -1469372861 -1169022919 1946775727 511687338 668105114 585132864 -1687052065 -861971010 2028793226 920602035 22474677 -487673488 -1071025197 1928189702 1142014175 -1202663655 -2130190935 105091865 -759350884 -612174736 2052499681 -1901322042 627398239 1636652675 -1631344381 1797543061 -1011476890 -67891657 1402152484 765151769 323564099 -1741389020 -2074477165 -1504058730 -1028639878 -1856706293 244571930 -524472369 -1070836413 -1447024489 1536078308 -1193022573 1935417183 -1796632225 1113389055 -749926963 1053423455 -1025456664 964110819 -1969764108 868124137 44230572 491823578 633925596 2072356064 -115177576 -448174691 2020552398 -1050703244 -459290452 -1149144306 -329937613 390372470 400311905 1009888412 1814940841 -400117723 845138019 -348930812 -357494818 136158319 -78870793 -1980142024 1647392178 275161550 841481918 946877407 -2112037586 994556020 1750555636 913710092 1908764456 -1632377353 -790538200 1134121569 1128015377 -1683147164 1134084242 1393174550 201672293 -1662266467 352683010 -2102679837 -1321366649 -642397520 1442152195 -862982220 -1318944101 886563985 -1883894102 758378217 -509191187 -1719461739 -1609767624 964818812 -90185668 -524463677 -524151963 -1167209758 2027244058 -546819252 842566986 -1712476880 -973169058 -450667983 -1250050116 62489760 2071552632 1266604855 325096603 812077568 1406107653 1928896022 2133616428 764027823 -1883271599 -118712186 1136090557 377755844 274067470 1874158933 -1598421789 -1107522524 -80769238 -706814481 1667363361 1096480779 1506913673 -1483723721 623706169 -945642650 -1733964907 -373116718 335291888 -2031487442 43939540 -1923492348 -1694791580 -908870584 1578476943 830669763 597439927 368401558 327569947 -1010761369 284897210 -1020145780 -1935726831 -826738624 1622848777 -843141426 1865419380 -892501979 2097507086 -138929589 -622176461 -1459024311 341229956 -1751357041 540122804 320293841 1344198867 498249447 1335276756 -1627366582 -1864366585 894343199 -169174019 -1137526428 -803312987 -160257565 1135491865 1260367558 2104589625 -994645730 -758887394 -941268293 1259414119 -1108539640 894784317 218823456 437083883 1657010331 1608633992 -1590803350 677772252 911048169 813129813 -250677316 -1435794614 -1789211300 -539433345 -1512970540 -1449056793 650069932 -1026384615 -1202734278 -738912211 1615045026 2140947659 -970922371 703933608 -1517646374 1816726159 2000780015 -1896622243 1164076350 -800045830 -254045085 989903613 -382935569 -1595334235 1939291778 -306758963 -1286502635 -2081071264 1539544072 63206620 558012807 1519056139 243874553 -1568319954 -337694286 634356678 1668263552 -1474143451 601488969 231284868 -2011941911 502875888 -940399671 -1859564743 516174706 -1759939493 1948881833 -610514639 1897117430 531473767 1479934072 282582830 -554949124 -1425630559 658131584 900358501 -1009918895 -379469513 -1145225560 -1732389275 -1669535676 -404720293 39579180 34162472 1947409345 -594604633 206444365 -1103738181 979693212 -1779563884 123235626 1191425314 287982506 -1486049161 1973609594 -386105455 -929250438 -520441012 1808721360 726646508 1794169498 1914010219 1666959002 918620640 1616901465 856076502 -2113211145 812840076 -300423649 -225845191 1720505368 567575744 -1043615522 -1636954703 549564242 917751665 -47122212 420861315 1079062404 -2116471340 2016884501 -1220411334 -91707417 -140778094 750509305 -68650489 93146447 1672401989 -1988415648 -1092786187 1879389088 2021146046 -1733785542 -2006848884 -1623149511 -1612608480 1399989466 -292812662 1719076250 1689658957 788227641 484841421 1765454259 -294348816 673331727 1583386139 1438648136 -195609433 1456888503 500830649 -1690859393 -361079491 -310008915 1552466003 -1672264350"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","amatrix","cost","elist","no-of-evaders","no-of-links","no-of-nodes","no-of-pursuers","no-ticks","petable","plist"
"-18","18","-21","21","0","nobody","8","""UNDIRECTED""","0","0","{{matrix: 0}}","[4 7 6 2]","4","16","8","4","4","[[4 [4]] [6 [6]] [4 [4]] [4 [4]]]","[5 1 0 3]"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","ispursuer?","isevader?","idnumber"
"0","45","297","-10.529019096767211","-6.548458199022837","""triangle""","""""","9.9","{breed pursuers}","false","1","1","""up""","true","0","0"
"1","45","97","4.684870224064303","3.707724038062344","""triangle""","""""","9.9","{breed pursuers}","false","1","1","""up""","true","0","0"
"2","105","173","2.1559591850357673","13.84392042590155","""square""","""""","9.9","{breed evaders}","false","1","1","""up""","0","true","0"
"3","45","78","-7.808077531630389","-14.594167310939786","""triangle""","""""","9.9","{breed pursuers}","false","1","1","""up""","true","0","0"
"4","105","323","-11.509324708652917","0.6844904815850921","""square""","""""","9.9","{breed evaders}","false","1","1","""up""","0","true","0"
"5","45","313","-2.884679357733748","-1.8992287589110382","""triangle""","""""","9.9","{breed pursuers}","false","1","1","""up""","true","0","0"
"6","105","93","-7.800459213002699","10.13040724454084","""square""","""""","9.9","{breed evaders}","false","1","1","""up""","0","true","0"
"7","105","1","5.23839458989975","-5.167269633279423","""square""","""""","9.9","{breed evaders}","false","1","1","""up""","0","true","0"

"PATCHES"
"pxcor","pycor","pcolor","plabel","plabel-color"
"-18","21","0","""""","9.9"
"-17","21","0","""""","9.9"
"-16","21","0","""""","9.9"
"-15","21","0","""""","9.9"
"-14","21","0","""""","9.9"
"-13","21","0","""""","9.9"
"-12","21","0","""""","9.9"
"-11","21","0","""""","9.9"
"-10","21","0","""""","9.9"
"-9","21","0","""""","9.9"
"-8","21","0","""""","9.9"
"-7","21","0","""""","9.9"
"-6","21","0","""""","9.9"
"-5","21","0","""""","9.9"
"-4","21","0","""""","9.9"
"-3","21","0","""""","9.9"
"-2","21","0","""""","9.9"
"-1","21","0","""""","9.9"
"0","21","0","""""","9.9"
"1","21","0","""""","9.9"
"2","21","0","""""","9.9"
"3","21","0","""""","9.9"
"4","21","0","""""","9.9"
"5","21","0","""""","9.9"
"6","21","0","""""","9.9"
"7","21","0","""""","9.9"
"8","21","0","""""","9.9"
"9","21","0","""""","9.9"
"10","21","0","""""","9.9"
"11","21","0","""""","9.9"
"12","21","0","""""","9.9"
"13","21","0","""""","9.9"
"14","21","0","""""","9.9"
"15","21","0","""""","9.9"
"16","21","0","""""","9.9"
"17","21","0","""""","9.9"
"18","21","0","""""","9.9"
"-18","20","0","""""","9.9"
"-17","20","0","""""","9.9"
"-16","20","0","""""","9.9"
"-15","20","0","""""","9.9"
"-14","20","0","""""","9.9"
"-13","20","0","""""","9.9"
"-12","20","0","""""","9.9"
"-11","20","0","""""","9.9"
"-10","20","0","""""","9.9"
"-9","20","0","""""","9.9"
"-8","20","0","""""","9.9"
"-7","20","0","""""","9.9"
"-6","20","0","""""","9.9"
"-5","20","0","""""","9.9"
"-4","20","0","""""","9.9"
"-3","20","0","""""","9.9"
"-2","20","0","""""","9.9"
"-1","20","0","""""","9.9"
"0","20","0","""""","9.9"
"1","20","0","""""","9.9"
"2","20","0","""""","9.9"
"3","20","0","""""","9.9"
"4","20","0","""""","9.9"
"5","20","0","""""","9.9"
"6","20","0","""""","9.9"
"7","20","0","""""","9.9"
"8","20","0","""""","9.9"
"9","20","0","""""","9.9"
"10","20","0","""""","9.9"
"11","20","0","""""","9.9"
"12","20","0","""""","9.9"
"13","20","0","""""","9.9"
"14","20","0","""""","9.9"
"15","20","0","""""","9.9"
"16","20","0","""""","9.9"
"17","20","0","""""","9.9"
"18","20","0","""""","9.9"
"-18","19","0","""""","9.9"
"-17","19","0","""""","9.9"
"-16","19","0","""""","9.9"
"-15","19","0","""""","9.9"
"-14","19","0","""""","9.9"
"-13","19","0","""""","9.9"
"-12","19","0","""""","9.9"
"-11","19","0","""""","9.9"
"-10","19","0","""""","9.9"
"-9","19","0","""""","9.9"
"-8","19","0","""""","9.9"
"-7","19","0","""""","9.9"
"-6","19","0","""""","9.9"
"-5","19","0","""""","9.9"
"-4","19","0","""""","9.9"
"-3","19","0","""""","9.9"
"-2","19","0","""""","9.9"
"-1","19","0","""""","9.9"
"0","19","0","""""","9.9"
"1","19","0","""""","9.9"
"2","19","0","""""","9.9"
"3","19","0","""""","9.9"
"4","19","0","""""","9.9"
"5","19","0","""""","9.9"
"6","19","0","""""","9.9"
"7","19","0","""""","9.9"
"8","19","0","""""","9.9"
"9","19","0","""""","9.9"
"10","19","0","""""","9.9"
"11","19","0","""""","9.9"
"12","19","0","""""","9.9"
"13","19","0","""""","9.9"
"14","19","0","""""","9.9"
"15","19","0","""""","9.9"
"16","19","0","""""","9.9"
"17","19","0","""""","9.9"
"18","19","0","""""","9.9"
"-18","18","0","""""","9.9"
"-17","18","0","""""","9.9"
"-16","18","0","""""","9.9"
"-15","18","0","""""","9.9"
"-14","18","0","""""","9.9"
"-13","18","0","""""","9.9"
"-12","18","0","""""","9.9"
"-11","18","0","""""","9.9"
"-10","18","0","""""","9.9"
"-9","18","0","""""","9.9"
"-8","18","0","""""","9.9"
"-7","18","0","""""","9.9"
"-6","18","0","""""","9.9"
"-5","18","0","""""","9.9"
"-4","18","0","""""","9.9"
"-3","18","0","""""","9.9"
"-2","18","0","""""","9.9"
"-1","18","0","""""","9.9"
"0","18","0","""""","9.9"
"1","18","0","""""","9.9"
"2","18","0","""""","9.9"
"3","18","0","""""","9.9"
"4","18","0","""""","9.9"
"5","18","0","""""","9.9"
"6","18","0","""""","9.9"
"7","18","0","""""","9.9"
"8","18","0","""""","9.9"
"9","18","0","""""","9.9"
"10","18","0","""""","9.9"
"11","18","0","""""","9.9"
"12","18","0","""""","9.9"
"13","18","0","""""","9.9"
"14","18","0","""""","9.9"
"15","18","0","""""","9.9"
"16","18","0","""""","9.9"
"17","18","0","""""","9.9"
"18","18","0","""""","9.9"
"-18","17","0","""""","9.9"
"-17","17","0","""""","9.9"
"-16","17","0","""""","9.9"
"-15","17","0","""""","9.9"
"-14","17","0","""""","9.9"
"-13","17","0","""""","9.9"
"-12","17","0","""""","9.9"
"-11","17","0","""""","9.9"
"-10","17","0","""""","9.9"
"-9","17","0","""""","9.9"
"-8","17","0","""""","9.9"
"-7","17","0","""""","9.9"
"-6","17","0","""""","9.9"
"-5","17","0","""""","9.9"
"-4","17","0","""""","9.9"
"-3","17","0","""""","9.9"
"-2","17","0","""""","9.9"
"-1","17","0","""""","9.9"
"0","17","0","""""","9.9"
"1","17","0","""""","9.9"
"2","17","0","""""","9.9"
"3","17","0","""""","9.9"
"4","17","0","""""","9.9"
"5","17","0","""""","9.9"
"6","17","0","""""","9.9"
"7","17","0","""""","9.9"
"8","17","0","""""","9.9"
"9","17","0","""""","9.9"
"10","17","0","""""","9.9"
"11","17","0","""""","9.9"
"12","17","0","""""","9.9"
"13","17","0","""""","9.9"
"14","17","0","""""","9.9"
"15","17","0","""""","9.9"
"16","17","0","""""","9.9"
"17","17","0","""""","9.9"
"18","17","0","""""","9.9"
"-18","16","0","""""","9.9"
"-17","16","0","""""","9.9"
"-16","16","0","""""","9.9"
"-15","16","0","""""","9.9"
"-14","16","0","""""","9.9"
"-13","16","0","""""","9.9"
"-12","16","0","""""","9.9"
"-11","16","0","""""","9.9"
"-10","16","0","""""","9.9"
"-9","16","0","""""","9.9"
"-8","16","0","""""","9.9"
"-7","16","0","""""","9.9"
"-6","16","0","""""","9.9"
"-5","16","0","""""","9.9"
"-4","16","0","""""","9.9"
"-3","16","0","""""","9.9"
"-2","16","0","""""","9.9"
"-1","16","0","""""","9.9"
"0","16","0","""""","9.9"
"1","16","0","""""","9.9"
"2","16","0","""""","9.9"
"3","16","0","""""","9.9"
"4","16","0","""""","9.9"
"5","16","0","""""","9.9"
"6","16","0","""""","9.9"
"7","16","0","""""","9.9"
"8","16","0","""""","9.9"
"9","16","0","""""","9.9"
"10","16","0","""""","9.9"
"11","16","0","""""","9.9"
"12","16","0","""""","9.9"
"13","16","0","""""","9.9"
"14","16","0","""""","9.9"
"15","16","0","""""","9.9"
"16","16","0","""""","9.9"
"17","16","0","""""","9.9"
"18","16","0","""""","9.9"
"-18","15","0","""""","9.9"
"-17","15","0","""""","9.9"
"-16","15","0","""""","9.9"
"-15","15","0","""""","9.9"
"-14","15","0","""""","9.9"
"-13","15","0","""""","9.9"
"-12","15","0","""""","9.9"
"-11","15","0","""""","9.9"
"-10","15","0","""""","9.9"
"-9","15","0","""""","9.9"
"-8","15","0","""""","9.9"
"-7","15","0","""""","9.9"
"-6","15","0","""""","9.9"
"-5","15","0","""""","9.9"
"-4","15","0","""""","9.9"
"-3","15","0","""""","9.9"
"-2","15","0","""""","9.9"
"-1","15","0","""""","9.9"
"0","15","0","""""","9.9"
"1","15","0","""""","9.9"
"2","15","0","""""","9.9"
"3","15","0","""""","9.9"
"4","15","0","""""","9.9"
"5","15","0","""""","9.9"
"6","15","0","""""","9.9"
"7","15","0","""""","9.9"
"8","15","0","""""","9.9"
"9","15","0","""""","9.9"
"10","15","0","""""","9.9"
"11","15","0","""""","9.9"
"12","15","0","""""","9.9"
"13","15","0","""""","9.9"
"14","15","0","""""","9.9"
"15","15","0","""""","9.9"
"16","15","0","""""","9.9"
"17","15","0","""""","9.9"
"18","15","0","""""","9.9"
